"Missing?","GARDENID","2002 Settlement Decision","Current Name","Address","Fixed Address","Borough","Latitude","Longitude","Zip","Geocode Accuracy","Boro","CB","CD","Neighborhood","CrossStreets","YearFounded","Open_Hours","Approximate area or dimensions of garden (for example, 25 ft. x 100 ft or 2500 sq. ft.):","Garden Website","Languages_Spoken","Membership","NumberOfMembers","Waiting_List","Dues","Description","DescripSource","BeforeTheGarden","Land Jurisdiction","Grows Food","PercentEdible","Used by growers","Donated","Sold","Sold at a Market","OtherFoodUse","Tomato","Onion","Radish","Summer Squash","Winter Squash","Cucumber","Broccoli","Bitter Melon","Beet","Honeydew","Cantaloupe","Sweet Peppers","Jalapeño","Habañero","Cayenne","Turnip","Pumpkin","Carrot","Garlic","Parsnip","Potato","Artichoke","Asparagus","Cabbage","Brussell Sprouts","Cauliflower","Celery","Beans","Eggplant","Peas","Scallion","Hardy Kiwi","Grape","Currant","Elderberry","Blackberry","Gooseberry","Strawberry","Blueberry","Rhubarb","Watermelon","Raspberry","Corn","OtherVeggie","Amaranth","Arugula","Bok Choy","Chard","Collard","Endive","Kale","Lamb's Quarters","Lettuce","Mache","Spinach","Mesclun","Other (please specify)","Peach","Cherry","Apple","Apricot","Nectarine","Mulberry","Plum","Fig","Pear","Crabapple","OtherFruitTree","Basil","Chamomile","Chive","Comfrey","Cilantro","Dill","Echinacea","Epazote","Fennel","Horseradish","Lavender","Lemongrass","Lleva buena","Marjoram","Mint","Oregano","Parsley","Sage","Thyme","OtherHerb","Shade Trees","Ornamental Plantings and Flowers","Botanical Garden","Shrubs","Native Plant Garden","Water Garden","OtherNonEdible","CurrentCompost","PastCompost","FutureCompost","CompostNotes","CompostGardenMembersOnly","CompostGardenMembers & neighborhood residents","CompostPublic","CompostParticipationNotes","Toolshed","Greenhouse or Hoop House","Chicken Coop","Seating Area","Gazebo/Casita","Educational Signs","Raised Beds","Rainwater Catchment System","Pathways","Grill","Playground","Mural","Table(s)","Sculpture(s)","Stage","CompostingToilet","OtherStructures","Fence","OtherFence","Pond","Water Pump","Fish","Other Aquatic Life","OtherWaterBody","ConstructionNotes","Workshops","Arts & Crafts","Movies","Picnics","Performance","Educational Events","Barbecues","Concerts","Sports","Religious Activities","Private Events","Farmers' Markets","NoEvents","OtherEvents","CanRent","Members only (no non-members can rent garden)","Members and non-members can rent","Reservation only","Reservation & rental fee","InformalRent","If there is a rental fee, please indicate flat/hourly rate:","PartnersWSchool","Please list any partnering schools:","School garden/plot","School Educational events","School Regular visits by classes","In-school workshops","School Nothing yet, but we would like to","SchoolNotes","PartnersWCommGrp","Comm Garden workshops","Comm Off-site workshops","Comm Educational events","Comm Nothing yet, but we would like to","CommOther","PartnerGroup","HostsVolunteers","RandomNotes"
TRUE,461,"NYC Dept. of Parks & Recreation Open Space","Hattie Carthan Community Garden","654 Lafayette Ave./363-365 Clifton Place","654 Lafayette Ave./363-365 Clifton Place","Brooklyn",40.689634,-73.948913,11216,"ROOFTOP",3,3,36,"Bedford Stuyvesent",,,"T,Th 3:00-6:00pm, Sat 10:00am-2:00pm",,,"French, Spanish, English","attend a meeting, get on waiting list, and speak to contact person",36,"yes","yes","Garden is located at Marcy Avenue between Clifton Place & Lafayette Ave. Garden is 175ft. wide. The garden has its own water system and generator for lighting.",,,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,14,"Subject to Development","Havemeyer Garden Association","535-537 Zerega Avenue/ 2311 Lacombe Avenue","535-537 Zerega Avenue/ 2311 Lacombe Avenue","Bronx",40.817764,-73.843971,10473,"ROOFTOP",2,9,18,,,,"Th,Sat 1:00-4:00pm",,,"Spanish","attend a meeting, speak to the contact person, work certain number of hours",14,"no","no","No description available",,,"NYC Dept. of Parks & Recreation/HPD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,349,"This Garden not included in Settlement","Heckscher Foundation for Children's Garden","134-136 Scholes Street","134-136 Scholes Street","Brooklyn",40.708459,-73.944227,11206,"ROOFTOP",3,1,34,"Williamsburg","Manhattan Ave",1999,,"5000 sq. ft.","http://www.nyrp.org/communitygarden","English","Call the phone number on our sign, attend garden meetings, sign up on website",5,"No","No","Lots of planting space, beautiful fruit trees, including an old fig tree!","GrowNYC Community Garden Survey 2009/2010"," Vacant Lot ","NYRP","Yes","51-75%","Used by growers",,,,,"Tomato","Onion","Radish",,,,,,,,,"Sweet Peppers","Jalapeño","Habañero",,,,,,,,,,,,,,"Beans","Eggplant",,,,"Grape",,,,,,,,,,,"Fig",,,,,"Collard",,,,"Lettuce",,,,,,,,,,,,,,,,"Basil",,,,"Cilantro",,,,,,,,,,"Mint",,"Parsley",,,,"Shade Trees","Ornamental Plantings and Flowers",,,,,,"Maybe/Uncertain","Maybe/Uncertain","Maybe/Uncertain",,,"Garden members & neighborhood residents",,,"Toolshed",,,"Seating Area","Gazebo/Casita",,"Raised Beds","Rainwater Catchment System","Pathways","Grill",,,,,,1,"Composting Toilet","Iron",,,,,,,,,,,"Picnics",,,"Barbecues",,,,,,,,"Yes",,"Members and non-members","Reservation only","Reservation & rental fee","Informal",,"Yes","The Greene School",,"Educational events","Regular visits by classes",,,,"No",,,,"Nothing yet, but we would like to",,,"Yes",
FALSE,1044,"This Garden not included in Settlement","Hendrix Street Community Garden","532 Hendrix Street","532 Hendrix Street","Brooklyn",40.668532,-73.888495,11207,"ROOFTOP",3,5,42,"East NY",,1999,"M 5pm-7pm, RF 12pm-6pm, SSu 12pm-4pm","988 sq. ft.","http://www.nyrp.org/communitygarden","English","Call the phone number on our sign, attend garden meetings, sign up on website",40,"No","No","community gathering space","GrowNYC Community Garden Survey 2009/2010"," Vacant Lot ","NYRP","Yes","26-50%","Used by growers",,,,,"Tomato","Onion",,,,,,,,,,"Sweet Peppers",,,,,,,"Garlic",,,,,"Cabbage",,,,"Beans","Eggplant","Peas",,,,,,,,,,,,,,,,,,,"Collard",,,,"Lettuce",,,,,,,,,,,,,,,,"Basil",,,,"Cilantro",,,,,,,,,,"Mint",,"Parsley","Sage",,,"Shade Trees",,,,,,,"Maybe/Uncertain","Maybe/Uncertain","Maybe/Uncertain",,,"Garden members & neighborhood residents",,,"Toolshed",,,,,,"Raised Beds",,"Pathways",,,,,,,,,"Chain Link",,,,,,,,,,,,,,,,,,,,"None",,"Yes",,"Members and non-members","Reservation only","Reservation & rental fee","Informal",,"No",,,,,,"Nothing yet, but we would like to",,"No",,,,"Nothing yet, but we would like to",,,"Yes",
FALSE,277,"This Garden not included in Settlement","Herb Garden","176 E. 111th Street","176 E. 111th Street","Manhattan",40.794866,-73.943209,10029,"ROOFTOP",1,11,8,"East Harlem","Btw Lexington and 3rd Avenues","Unknown","W 9am-6pm, F 12pm-7pm, Su 12pm-6pm. Saturday is the ENY Farmers' Market.","3,400-square-ft","http://www.nyrp.org/Parks_and_Gardens/Community_Gardens.aspx","English","Call the phone number on our sign, attend garden meetings, sign up on website",20,"No","No","For detailed information on this NYRP community garden, please visit www.nyrp.org/Parks_and_Gardens/Community_Gardens.aspx","GrowNYC Community Garden Survey 2009/2010"," Vacant Lot ","NYRP","Yes","51-75%","Used by growers",,,,,"Tomato",,,,,,,,,,,"Sweet Peppers","Jalapeño","Habañero",,,,,,,,,,,,,,"Beans",,,"Scallion",,,,,,,,,,,,,,,"Arugula",,,,,,,"Lettuce",,,,,,,2,,,,,,,,,"Basil",,,,,,,,,,"Lavender",,,,"Mint","Oregano","Parsley","Sage","Thyme",,"Shade Trees","Ornamental Plantings and Flowers",,"Shrubs",,,,"Yes","Maybe/Uncertain","Yes",,,"Garden members & neighborhood residents",,,"Toolshed",,,"Seating Area",,,,,"Pathways","Grill",,,"Table(s)",,,,,"Iron",,,"Water Pump",,,,,"Workshops","Arts & Crafts",,"Picnics",,"Educational Events","Barbecues",,,,"Private Events",,,,"Yes",,"Members and non-members",,,,"$1,500/8 hour day (it may be prorated)","Yes",,,"Educational events","Regular visits by classes",,,,"No",,,,,,,"No",
FALSE,1118,"Offer for Preservation","Herbal Garden","285 Schenck Ave.","285 Schenck Ave.","Brooklyn",40.673903,-73.888729,11207,"RANGE_INTERPOLATED",3,5,37,"East New York","RICHT HAND CORNER SCHENCK & GLENMORE AVENU",1999,"TRS 10am-12pm, Su 12pm-5pm. Opened to public when gardeners are present.","3 Big lots","http://www.NEIGHBORHOODLINK.ORG","Bengali, Chinese, English, French, Polish, Spanish","Call the phone number on our sign, attend garden meetings, ","28 families, schools =s over 100","No","Yes","THE GARDEN WAS CHOKED WITH WEEDS WHEN IT WAS RE-ESTABLISHED IN 1998 - IT NOW HAS FIG, CHERRY, PEACH, AND TWO APPLE TREES. IT WAS FIRST GARDEN TO HELP ESTABLISH EAST NEW YORK FARMERS' MARKET. WE PRODUCE AND USE COMPOST MADE ON SITE. WE HAVE BEEN CONSISTANTLY AWARDED FOR THE GREENEST BLOCK IN BROOKLYN PARTICIPATION. EVERY YEAR HERBAL GARDEN OF ENY HAS BEEN ACKOWLEDGED WITH SOME AWARDS OR ACKNOWLEDMENT OF PARTICPATION IN URBAN GARDENING IMPROVEMENTS (SEE OUR WEBSITE). ","GrowNYC Community Garden Survey 2009/2010","An abandoned community garden for ten years","NYC Dept. of Parks & Recreation","Yes","76-100%",,,,"Sold at a Market",,"Tomato","Onion",,"Summer Squash","Winter Squash","Cucumber",,"Bitter Melon","Beet",,,"Sweet Peppers","Jalapeño","Habañero","Cayenne","Turnip","Pumpkin",,"Garlic",,,,"Asparagus",,,,,"Beans","Eggplant","Peas",,,"Grape",,,,,"Strawberry","Blueberry","Rhubarb",,"Raspberry",,"RED SPECKLE BUTTER BEANS, PURBLE BEANS, VARIOUS HERBS, SAGE, MINT, THYME, ROSEMARY, CAT NIP, BASIL,","Amaranth",,,"Chard","Collard",,,"Lamb's Quarters",,,,,,1,1,2,,,,,1,,,,"Basil","Chamomile","Chive","Comfrey","Cilantro","Dill","Echinacea",,,"Horseradish","Lavender","Lemongrass",,"Marjoram","Mint","Oregano","Parsley","Sage","Thyme","4 TYPES OF BASIL, 4 TYPES OF THYME","Shade Trees","Ornamental Plantings and Flowers","Botanical Garden","Shrubs","Native Plant Garden","Water Garden",,"Yes","Yes","Yes","HAVE 4 COMPOST BINS, AND 3 TUMBLERS","Garden members only",,,,"Toolshed",,,,"Gazebo/Casita",,"Raised Beds","Rainwater Catchment System","Pathways","Grill",,,"Table(s)",,,,"I WAS PROMISED A GREENHOUSE BUT IT WAS NEVER GIVE TO US","Chain Link",,,,,,"WE COLLECT RAIN WATER","WE WOULD LIKE A GREEN HOUSE. IT WOULD IMPROVE OUR WAY TO PRODUCE MORE SEEDLINGS FOR OUR USE. AND NOT HAVE TO TRAVEL LOOKING A DAY FOR GARDENING BY PICKUP UP SEEDLING FOR ALL OVER BROOKLYN. PLUS IT WILL CONTROL TYPES OF SEEDLING WE USE. GROWING THE BEST IN A SHORTEST PERIOD OF TIME.","Workshops","Arts & Crafts",,,,"Educational Events",,,,,,,,"MOST VISITORS ARE GIVE A MINI TALK ABOUT HERBS, AND THE IMPORTANTS OF PRESERVING THE GARDENS","No",,,,,,,"Yes","MANY SCHOOL GROUPS COME TO VOLUNTEER DURING THE YEAR.",,"Educational events",,,,"SCHOOLS ASK FOR TIME TO COME TO GARDEN. ESPECIALLY FOR SICIENCE PROJECTS.","Yes",,"Off-site workshops","Educational events",,"I TEACH CROCHET & KNITTING AT VERIOUS SENIOR CENTER. IN THE FALL AND ALSO IN THE GARDEN DURING THE OPENING HOURS. AT PRESENT I AM WORKING WITH A SENIOR CENTER TO IMPROVE THERE COMPOSTING AND THEIRE ON SITE GARDEN. I WILL BE GIVING WORKSHOPS AND TALKES STARTING IN FEBRUARY.","OLYMPUS GARDEN CLUB, INC. WE HAVE PARTNERSHIP WITH 3 DIFFERNT SENIOR CENTERS AND THE BROOKLYN PUBLIC LIBRARY, AND A HIGH SCHOOL.","Yes","HERBAL gARDEN OF ENY WOULD LIKE TO HAVE MOVE AVAILABLE FUNDING SOUCRCE. WE WOULD LIKE TO HAVE A GREEN HOUSE.A NEW IRRIGATION SYSTEM PUT IN. AS THE COFOUNDER OF ENYFM, OLYMPUS GARDEN CLUB, ORG , HERBAL GARDEN OF ENY, ENY GARDEN ASSOCIATION AND THE NEW BROOKLYN COMMUNITY GARDEN COLITION WE WOULD LIKE MORE RECGONITION OF THE WORKS WE HAVE DONE FOR  IMPROVEMENT  OF THE ENVIORMENT THROUGH GARDENING. tHIS YEAR WORKING WITH A NEW FUNDER ENY WILL BE GIVEN FUNDING EARMARKED FOR SENIORS ONLY. THE DATE WILL BE IN 2010. FEBRUARY."
TRUE,341,"Subject to Development","Herkimer-Rochester Street Block Association","816 Herkimer Street","816 Herkimer Street","Brooklyn",40.677978,-73.926194,11233,"ROOFTOP",3,3,41,"Bed-Stuy",,,"Thurs, Sat: 12-5PM",,,,"speak to contact person",8,"no","No","Located at the corner of Suydam Place and Herkimer Street","gardener",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,603,"NYC Dept. of Parks & Recreation Open Space","Highland Park Children's Garden","Jamaica Avenue & Cleveland Street","Jamaica Avenue & Cleveland Street","Brooklyn",40.683349,-73.886505,11208,"Fixed by Eric",3,5,37,"Cypress Hills","Ashford & Warwick Sts","Before 1970","MTWRFSSu 9am-5pm",,,"English, Spanish","Call the phone number on our sign, Register on 1st Saturday in April around noontime.","unknown","No","Yes","We believe our children's garden is the oldest is in the country.  We have a mural and 2 sheds painted by the local charter school P 89K. The community vegetable garden is divided into 25-28 plots with perennial plants in each section and bordering the fence. There are 2 sheds and we have 2 drywells.","GrowNYC Community Garden Survey 2009/2010","Park - an abandoned and neglected garden","NYC Dept. of Parks & Recreation","Yes",,"Used by growers","Donated",,,"composted","Tomato","Onion","Radish","Summer Squash","Winter Squash","Cucumber","Broccoli","Bitter Melon","Beet",,,"Sweet Peppers","Jalapeño",,,"Turnip","Pumpkin","Carrot","Garlic",,"Potato","Artichoke",,"Cabbage","Brussell Sprouts","Cauliflower",,"Beans","Eggplant","Peas","Scallion",,"Grape",,"Elderberry","Blackberry",,"Strawberry",,"Rhubarb","Watermelon",,"Corn",,"Amaranth","Arugula","Bok Choy","Chard","Collard",,"Kale","Lamb's Quarters","Lettuce",,"Spinach","Mesclun",,,,2,,,,,1,,,,"Basil",,"Chive",,"Cilantro","Dill",,,,,,,,,"Mint","Oregano",,"Sage",,"lemon balm","Shade Trees","Ornamental Plantings and Flowers",,"Shrubs","Native Plant Garden",,"Bird & Butterfly garden and Great Pollinator Pjt garden","Yes","Yes","Yes",,"Garden members only",,,,"Toolshed",,,"Seating Area",,,,"Rainwater Catchment System","Pathways","Grill",,"Mural",,"Sculpture(s)",,,"seating is park benches besides folding chairs, grape arbor, sculpture is bird bath, rainwater catchment system is buckets and rain barrels","Iron",,,,,,"faucet, bird bath",,"Workshops","Arts & Crafts",,,,"Educational Events","Barbecues","Concerts",,,,,,"Highland Park Garden Club on Tues. 10 -12 through the whole season,Junior Garden Club in spring and fall, Weed and Feed BBQs, Urban Park Rangers events and annual Strawberry Festival","Yes",,"Members and non-members","Reservation only",,,"rentals must be approved by the Forest/Highland Park Administration","Yes","P89K @ IS 302 & P771K","School garden/plot",,"Regular visits by classes",,,"P89 is participating in Garden to Cafeteria program.  Various school programs have participated at Urban Park Ranger programs and Strawberry Festivals.","No",,,,,,,"Yes","New York Cares and American Red Cross Youth have helped.  We participate in the It's My Park Day progam and have had volunteers."
FALSE,5022,,"Hispanos Unidos (Daly Ave. Block Association)","2035 Honeywell Ave.","2035 Honeywell Ave.","Bronx",40.843643,-73.883595,10460,"RANGE_INTERPOLATED",2,6,15,,,"Unknown","Every evening except Sunday",,,"English, Spanish","Contact GreenThumb for garden contact info: (212) 788-8079","unknown",,,"We cultivate different vegetables, we plant different kinds of flowers and fruit trees. We celebrate different activities for the members and kids and celebrate their birthdays. We do meetings to keep the member informed of the regulations and responsibilities and to plan activities.","GrowNYC Community Garden Survey 2009/2010"," Vacant Lot ","NYC Dept. of Parks & Recreation","Yes","51-75%","Used by growers",,,,,"Tomato",,,,,"Cucumber","Broccoli",,,,,,,,,,"Pumpkin",,,,,,,"Cabbage",,,,"Beans","Eggplant",,,,,,,,,"Strawberry",,,,,"Corn",,,,,,,,,,"Lettuce",,,,,1,,,,,,,,,,,,,,,"Cilantro",,,,,,,,"Lleva buena",,"Mint",,,,,,"Shade Trees","Ornamental Plantings and Flowers","Botanical Garden",,"Native Plant Garden",,,"Maybe/Uncertain","Maybe/Uncertain","Maybe/Uncertain",,,,,,,,,"Seating Area","Gazebo/Casita",,"Raised Beds",,"Pathways",,"Playground",,"Table(s)",,,,,"Wood & Wire",,,"Water Pump",,,,,"Workshops",,,"Picnics",,,"Barbecues",,,,,,,"Mother's Day, Father's Day, Easter, Halloween, Valentine's Day","No",,,,,,,"No",,,,,,,,"No",,,,,"Some girls go to practice dancing sometimes",,"No",
FALSE,91,"This Garden not included in Settlement","Hollenback Community Garden","460 Washington Ave.","460 Washington Ave.","Brooklyn",40.685122,-73.965601,11238,"ROOFTOP",3,2,35,"Clinton Hill","Gates Avenue and Greene Avenue",1979,"T 3pm-5pm, W 1pm-3pm, R 1pm-5pm, F 2pm-7pm, S 12pm-7pm, Su 12pm-2pm","6912 square feet (50 feet by 138 feet)","http://hollenback.pbworks.com","English, Spanish","Call the phone number on our sign, attend garden meetings. Interested gardeners must finish an apprentice season, during which they contribute to the garden through workdays, meetings and open hours.  More details can be found on the website or by contacting the garden coordinators at hollenbackcommunitygarden@yahoo.com",25,"Yes","Yes","We have a 700 gallon rainwater harvester, painted like the Hungry Caterpillar, a solar powered, Clivus Miltrum composting toilet, and a community composting system.  ","GrowNYC Community Garden Survey 2009/2010","The Hollenback mansion was on the site until it burnt down in 1979.","TPL","Yes","51-75%","Used by growers","Donated",,,,"Tomato","Onion","Radish","Summer Squash","Winter Squash","Cucumber","Broccoli",,"Beet",,,"Sweet Peppers","Jalapeño","Habañero",,,"Pumpkin","Carrot","Garlic",,"Potato",,"Asparagus","Cabbage","Brussell Sprouts","Cauliflower",,"Beans","Eggplant","Peas","Scallion",,"Grape",,,,,"Strawberry","Blueberry","Rhubarb",,"Raspberry","Corn","Poblano Peppers, Nasturtium, Okra","Amaranth","Arugula","Bok Choy","Chard","Collard",,"Kale","Lamb's Quarters","Lettuce",,,,,1,,1,,,,,1,,,,"Basil","Chamomile","Chive",,"Cilantro","Dill","Echinacea","Epazote","Fennel",,"Lavender",,,,"Mint","Oregano","Parsley","Sage","Thyme","Epazote","Shade Trees","Ornamental Plantings and Flowers",,"Shrubs","Native Plant Garden",,,"No","Yes","Yes","We are taking a season off in our compost processing and production to redesign and build a new, more permanent composting bin system.",,"Garden members & neighborhood residents","Public","In the past our garden was composting garden waste, gardener food waste, neighborhood food waste drop-off, food waste drop off from the Ft. Greene Farmers market, landscaping waste from local landscapers, coffee grounds and hops from a local cafe and brewery.  Our composting project became a little too large for us to handle and as a garden, we are re-evaluating at what level we will be able compost next season.","Toolshed",,,"Seating Area",,"Educational Signs","Raised Beds","Rainwater Catchment System","Pathways","Grill",,,,,,1,,"Iron",,,,,,,"For this season, our big project is the design and consolidation of our compost, and the construction of new compost bins.  We are also in the process of developing our common areas, to create more relaxing green space for our gardeners and community.","Workshops","Arts & Crafts","Movies","Picnics","Performance","Educational Events","Barbecues",,,,,,,,"No",,,,,,,"Yes","P.S. 11","School garden/plot",,"Regular visits by classes",,,"We have given tours to different classes.  We also helped the school amend the soil and plant their own beds, on school property.  The science teachers have brought classes to use the garden as a green classroom.  We would like to continue to develop this relationship.","No",,,,,"We do not partner with a senior center, but we have several members of the garden who are senior citizens.",,"Yes",
TRUE,1164,"This Garden not included in Settlement","Hollis Gardens","193rd and Woodhull, Hollis","193rd St and Woodhull Ave","Queens",40.710938,-73.766532,11423,"Fixed by Eric",4,12,27,,,,,,,,"Ask at Garden,",0,"No","No","No description available",,,"Private",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,113,"NA","Hope Community's Modesto ""Tin"" Flores Garden","Lexington Ave","Lexington Ave","Manhattan",40.791100,-73.947098,10010,"Fixed by Eric (9/8)",1,11,8,"East Harlem",,,"unposted",,,"Spanish","unknown",0,"unknown","unknown"," This is a special ornamental garden in East Harlem, a collaboration of Hope Community and CENYC.  You enter the front area and a small foot bridge greets you on the right.  It traverses a concrete stream that once carried water from a textured mural depicting a jungle waterfall but now is home to a family of turtles.  A narrow brick pathway leads the visitor to different sitting areas. Mature birch trees provide dappled shade.  A private reading garden used for poetry readings can be found in the back.","CENYC Jan 2006",,"Private",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,721,"Offer for Preservation","Hope Garden","193 East 2nd Street","193 East 2nd Street","Manhattan",40.722241,-73.983991,10009,"RANGE_INTERPOLATED",1,3,2,"East Village",,,"W 6:00-8:00pm, Sun 10:00am-3:00pm",,,,"attend a meeting and speak to contact person",10,"no","yes","No description available",,,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,182,"This Garden not included in Settlement","Hope of Isreal","840 Gerard Avenue","840 Gerard Avenue","Bronx",40.826500,-73.925197,10451,"ROOFTOP",2,4,17,"Melrose",,,,,,,,0,,,"This beautiful shaded ornamental garden is used primarily by the adjacent senior center.  The garden benches provide the seniors with a place to rest and enjoy the flowers and scents. The garden also has a Peace Pole inscribed with the saying ""May Peace Prevail on Earth"" in four languages. ","CENYC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,188,"This Garden not included in Settlement","Hope Stevens Garden","1656 Amsterdam Avenue","1656 Amsterdam Avenue","Manhattan",40.823549,-73.949265,10031,"ROOFTOP",1,9,7,"Hamilton Heights",,,"M,W,SAT:10AM",,,"Spanish","application, interview, probation period of 3 months",14,"no","Yes","Started in 1983, this garden has provided the needy with harvests for over 15 years. These community activists work closely with CASES, a group that places who have been sentenced to community service, to plan and build a picnic area and vegetable garden for the community.","Neighborhood Treasures for Sale 115 Community Gardens for Sale at New York City Public Auction, May 13, 1999.",,"TPL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,373,"Offer for Preservation","Howard Garden","750 Howard Ave.","750 Howard Ave.","Brooklyn",40.663571,-73.919327,11212,"ROOFTOP",3,16,41,"Brownsville","Blake and Dumont Aves",1986,"The Garden does not have specific open hours. There are more than 1000 keys owned by neighbors. The rules are that you can use the Garden whenever you like, but that if you open the Garden, it is your responsbility to lock it when you are ready to leave.","2 Lots",,"English, Spanish","Call the phone number on our sign ","We do not have specific membership numbers.","No","No","Once compared to the Brooklyn Botanical Garden by Boro President. Started garden in 1996. Have had 2 weddings. We have only flowers, trees, and shrubs. Our garden is located in the middle of the block, surrounded by a chain link fence. We have large trees that supply plenty of shade. A modern fence borders two grassy lawns with a brick path. That leads to the front of the garden. There is a porch with hanging flowers all around.","GrowNYC Community Garden Survey 2009/2010"," Vacant Lot ","NYC Dept. of Parks & Recreation","No","0-25%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shade Trees",,"Botanical Garden","Shrubs",,,,"Yes",,,,"Garden members only",,,,,,,"Seating Area","Gazebo/Casita",,,,"Pathways",,"Playground","Mural","Table(s)","Sculpture(s)",,,,"Chain Link",,,,,,,,,"Arts & Crafts",,"Picnics",,,"Barbecues","Concerts",,,"Private Events",,,,"Yes",,"Members and non-members",,,,,"Yes","Kindergarten of Ralph Ave",,,"Regular visits by classes",,,,"Yes",,,,,"Allows meetings and events",,"No",
